id,text,file,node,lineNumber
line:0fd01b1,"Date: Hihihihi!  ",scenethree.start,conhumans,59
line:06467f1,"Date: I am so happy, you see this like me.  ",scenethree.start,conhumans,60
line:08921bc,"Date: First thing I will erase as soon as the humans are gone, are those clouds.  ",scenethree.start,conhumans,61
line:0a63087,"Date: They totally have the wrong color...  ",scenethree.start,conhumans,62
line:0241cd0,Humans are hilarious!,scenethree.start,conhumans,64
line:08d159a,Seems undoable.,scenethree.start,conhumans,70
line:0721b47,Silence,scenethree.start,conhumans,75
line:0252a49,"Me: Yes, humans are hilarious!  ",scenethree.start,conhumans,65
line:001ec28,"Me: I have so many plans too! ",scenethree.start,conhumans,66
line:03f645c,"Me: We will repair the forests and make everything humid and nice.  ",scenethree.start,conhumans,67
line:01636d0,"Me: It will be so good!  ",scenethree.start,conhumans,68
line:0aae67a,"Me: The clouds...?  ",scenethree.start,conhumans,71
line:064bc42,"Me: I don't think you can change that, to be honest.  ",scenethree.start,conhumans,72
line:032657d,"Me: Maybe this is going a bit far... ",scenethree.start,conhumans,73
line:00693f9,"Me: Uhm...... what ",scenethree.start,conhumans,76
line:0abc2a3,"Date: Thanks for listening... ",scenethree.start,conhumans,77
line:0f7f37e,"Date: BIRDS?!  ",scenethree.start,doubt,85
line:0a3f905,"Date: I hate birds! ",scenethree.start,doubt,86
line:0bc0897,"Date: Ugh, as if birds were cool enough.  ",scenethree.start,doubt,87
line:0eaa138,"Date: We are supposed to be the rulers of this world! ",scenethree.start,doubt,88
line:0b04d5c,"Date: Damn this meteor!  ",scenethree.start,doubt,89
line:00f4b59,"Date: Hm... if you say so... ",scenethree.start,toojudgy,96
line:045fed0,"Date: I still believe, that our day will come.  ",scenethree.start,toojudgy,97
line:0e1772e,"Date: Time at least is against those humans.  ",scenethree.start,toojudgy,98
line:01a5971,"Date: Hihi.  ",scenethree.start,toojudgy,99
line:0721e0e,"Date: Oh yes! Hihi! ",scenethree.start,hilarious,106
line:0998cc3,"Date: We will live in the green trees and eat all the roasted bees and fruits we want! ",scenethree.start,hilarious,107
line:0f6fef7,"Date: I could imagine a life like that with you, hihi... ",scenethree.start,hilarious,108
line:0335b6a,Can't wait!,scenethree.start,hilarious,110
line:0594b33,Sounds unreal.,scenethree.start,hilarious,115
line:0f05908,Silence,scenethree.start,hilarious,119
line:0a2bea1,"Me: That sounds lovely, hehe... ",scenethree.start,hilarious,111
line:0ee6837,"Me: Can't wait for the world to burn...  ",scenethree.start,hilarious,112
line:0630a3b,"Me: He... he... ",scenethree.start,hilarious,113
line:0691b10,"Me: Sounds like paradise and a little bit unreal.  ",scenethree.start,hilarious,116
line:01d4c51,"Me: But I guess it is okay to dream. Hehe. ",scenethree.start,hilarious,117
line:07629f1,"Me: Uhm...... what ",scenethree.start,hilarious,120
line:0bfab9e,"Date: Thanks for listening... ",scenethree.start,hilarious,121
line:0ad1493,"Date: Hm... if you say so... ",scenethree.start,undoable,129
line:02c5a65,"Date: I still believe, that our day will come.  ",scenethree.start,undoable,130
line:08efd9f,"Date: Time at least is against those humans.  ",scenethree.start,undoable,131
line:07c321a,"Date: Hihi.  ",scenethree.start,undoable,132
line:0388e2b,"Date: Hihi!  ",scenethree.start,burnworld,140
line:0e2a788,"Date: As long as we don't burn, hihi.  ",scenethree.start,burnworld,141
line:0e69f1b,"Date: And we have to get rid of the too much water problem. ",scenethree.start,burnworld,142
line:024a3bb,"Date: But one day at a time!  ",scenethree.start,burnworld,143
line:02bde01,"Date: Hm... if you say so... ",scenethree.start,dream,151
line:0f4d2e8,"Date: I still believe, that our day will come.  ",scenethree.start,dream,152
line:0b68872,"Date: Time at least is against those humans.  ",scenethree.start,dream,153
line:0c63c70,"Date: Hihi.  ",scenethree.start,dream,154
line:0f9497d,"Instructions: Careful, a sharknado!!!! Aren't you supposed to boop sharks on the nose to make them scared? ",scenethree.start,instructions3,162
