id,text,file,node,lineNumber
line:08f30e3,silence_three,band.start,truth,140
line:0c9f0aa,"Me: Okay, listen to this one: What's the coldest type of reptile?  ",band.start,truth,137
line:03a59ad,"Me: A blizzard!  ",band.start,truth,138
line:0b056fc,"Me: uh... ",band.start,truth,141
line:08430eb,"Date: Do you think I am stupid?  ",band.start,lie,149
line:0133d1d,"Date: Stop lying to me!  ",band.start,lie,150
line:0049269,"Date: At least be honest... ",band.start,lie,151
line:016b1e2,"Date: Hihi! A cold... Hihi!  ",band.start,blizzard,158
line:0fd2d73,"Date: Love it!  ",band.start,blizzard,159
line:0030eab,"Date: Hihi! Oh, no! ",band.start,chameleon,166
line:0b4c505,"Date: That would be awful! Hihi!  ",band.start,chameleon,167
line:0fbb8ef,"Date: Another!  ",band.start,chameleon,168
line:0bca7ba,Reptile joke.,band.start,chameleon,170
line:0411095,silence,band.start,chameleon,174
line:0454f25,"Me: Okay, listen to this one: What's the coldest type of reptile?  ",band.start,chameleon,171
line:0e25172,"Me: A blizzard!  ",band.start,chameleon,172
line:035ceae,"Me: Uh... I can't tell...  ",band.start,chameleon,175
line:0a2c0f6,"Date: That sounds... interesting.  ",band.start,think,183
line:0a79acc,"Date: Although I am not sure I can really appreciate it...  ",band.start,think,184
line:086fae0,"Date: I think I still like loud rock music a lot more. Hihi.  ",band.start,think,185
line:0e63c2c,I love dancing.,band.start,think,187
line:0613232,silence,band.start,think,191
line:0fa6028,"Me: Hehe... yes...  ",band.start,think,188
line:03525e7,"Me: I really love dancing, so let me know, when you want to annoy your neighbors again.  ",band.start,think,189
line:0849dfe,"Me: uh... ",band.start,think,192
line:01f25f0,"Date: Hihi, that sounds like a plan!  ",band.start,dancing,200
line:0315ac2,"Date: Are you trying to make fun of me...?! ",band.start,silence_three,207
